symbol,name,description,isin,assetclass,domicile,website,etfcompany,expenseratio,totalasset,avgvolume,inceptiondate,nav,navcurrency,holdingscount,returns_12m,volatility_12m,returns_24m,volatility_24m,returns_36m,volatility_36m,returns_5y,ten_year_return,ten_year_volatility,sharpe_12m,sharpe_24m,sharpe_36m,ten_year_sharpe,max_drawdown,dividends_12m,dividends_24m,dividends_36m,dividends_all_time,size_category,liquidity_category,etf_type
QMAR,FT Cboe Vest Nasdaq-100 Buffer ETF â€“ March,"Under normal market conditions, the fund will invest substantially all of its assets in FLexible EXchange® Options that reference the price performance of the Invesco QQQ TrustSM, Series 1 (the ""Underlying ETF""). FLEX Options are customized equity or index option contracts that trade on an exchange, but provide investors with the ability to customize key contract terms like exercise prices, styles and expiration dates. It is non-diversified.",,Defined Outcome,,,First Trust,,428690944,28767,,30.32,USD,,10.011433323931062,16.918002996538725,30.21780638374933,12.88236740850926,55.34814020995078,14.908606994629508,52.501238737408926,52.501238737408926,15.031623581611658,0.4735448578399076,2.190420866673192,3.5783450612903174,3.3596662704611377,-15.90541503491152,0.0,0.0,0.0,0.0,Small,Low,Equity
SETH,ProShares Short Ether Strategy ETF,The index is designed to measure the performance of a single ether traded in USD and seeks to provide a proxy for the ether market. The digital asset trading platforms included in the index are reevaluated quarterly. The fund is non-diversified.,,Digital Assets,,,ProShares,,3854295,42274,,15.3164,USD,,-9.756528775937143,75.18983085373186,-56.28082028330699,70.04247139318174,-56.28081573336241,70.04246800699543,-56.2808248332506,-56.28081573336241,70.04247476031374,-0.1563579628049348,-0.8320782965545147,-0.8320782718213422,-0.8320781915944593,-52.73324912933608,0.0,0.0,0.0,0.0,Micro,Low,Equity
VWO,Vanguard Emerging Markets Stock Index Fund,"The index measures the investment return of stocks issued by companies located in emerging market countries. The fund employs an indexing investment approach designed to track the performance of the FTSE Emerging Markets All Cap China A Inclusion Index. It invests by sampling the index, meaning that it holds a broadly diversified collection of securities that, in the aggregate, approximates the index in terms of key characteristics.",,Diversified Emerging Mkts,,,Vanguard,,116436238336,10500590,,48.48,USD,,16.732385794867866,18.71845223755252,30.958754187488324,16.25276366509988,29.49221693069881,16.67729526790325,45.554246298916425,59.722017317499535,20.002974632050147,0.7870514937828088,1.7817741514123198,1.6484817525303228,2.8856716753023988,-17.367909346656663,0.0,0.0,0.0,0.0,Large,High,Equity
FNGU,MicroSectors FANG+ Index 3X Leveraged ETN,,,,,,,,,5813254,,,USD,,-1.6630210094851106,116.97877239807566,-1.6630210094851106,116.97877239807566,-1.6630210094851106,116.97877239807566,-1.6630210094851106,-1.6630210094851106,116.97877239807566,-0.0313135531720229,-0.0313135531720229,-0.0313135531720229,-0.0313135531720229,-60.83852660091391,0.0,0.0,0.0,0.0,Small,High,Equity
IJH,iShares Core S&P Mid-Cap ETF,"The index measures the performance of the mid-capitalization sector of the U.S. equity market, as determined by SPDJI. The fund generally will invest at least 80% of its assets in the component securities of its index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents.",,Mid-Cap Blend,,,iShares,,91853463552,10786519,,61.26302,USD,,7.638053794549382,22.02106228213196,25.726500365617543,18.94238740386916,38.36758740672488,19.936731022274053,93.64833957137373,135.21615563150266,21.311637174346725,0.2560300553313515,1.2525612458317257,1.8241499755448207,6.250864470978223,-24.10464894613389,0.0,0.0,0.0,0.0,Large,High,Equity
FAUG,FT Cboe Vest U.S. Equity Buffer ETF - August,"Under normal market conditions, the fund will invest substantially all of its assets in FLexible EXchange® Options (""FLEX Options"") that reference the price performance of the SPDR® S&P 500® ETF Trust (the ""Underlying ETF""). FLEX Options are customized equity or index option contracts that trade on an exchange, but provide investors with the ability to customize key contract terms like exercise prices, styles and expiration dates. It is non-diversified.",,Defined Outcome,,,First Trust,,896281152,45198,,47.82,USD,,10.336924961985016,12.640848409369038,28.892131218712368,10.321389562113485,38.3921495830321,11.279306056187735,61.08313898152387,61.20061555113829,13.459861103934069,0.6595225804468886,2.605475847692521,3.2264528865291013,4.398308057862131,-12.809274616545077,0.0,0.0,0.0,0.0,Small,Low,Equity
EFZ,ProShares Short MSCI EAFE,"The index is designed to measure the performance of large and mid-capitalization companies across 21 developed market countries around the world, excluding the U.S. and Canada. Under normal circumstances, the fund will obtain inverse exposure to at least 80% of its total assets in components of the index or in instruments with similar economic characteristics. The fund is non-diversified.",,Trading--Inverse Equity,,,ProShares,,12167213,25175,,14.1037,USD,,-10.523267355551525,17.61359155274513,-15.82441648665971,15.168715275309497,-24.80617351638388,16.400308277347342,-37.67022928184146,-48.11154501917443,17.6060344312306,-0.7110002135594962,-1.1750775305060253,-1.6344920511896397,-2.8462709882177486,-19.16618590188961,0.0,0.0,0.0,0.0,Micro,Low,Equity
FXE,Invesco CurrencyShares Euro Currency Trust,,,Single Currency,,,Invesco,,523996928,247808,,105.28,USD,,11.34686882781255,8.165736973362783,11.484111052036504,7.334521285213028,15.354086645038368,8.185034724362247,6.5661396703500685,2.9038191238,7.716332781474403,1.144644856710754,1.2930784005163662,1.6315247393258774,0.1171306564136159,-8.117339411720902,0.0,0.0,0.0,0.0,Small,Medium,Equity
SLX,VanEck Steel ETF,The fund normally invests at least 80% of its total assets in common stocks and depositary receipts of companies involved in the steel sector. Such companies may include small- and medium-capitalization companies and foreign and emerging market issuers. It may concentrate its investments in a particular industry or group of industries to the extent that the Steel Index concentrates in an industry or group of industries. The fund is non-diversified.,,Natural Resources,,,VanEck,,71099048,13217,,65.69,USD,,3.7374788034387993,27.43615966901698,12.567751018869869,23.73746627031969,42.77797325609269,27.07871214003694,201.8276277220115,202.00441060159528,32.76440235581899,0.0633280613759108,0.4451928819413777,1.5059051939106385,6.104320427687408,-26.248330982221656,0.0,0.0,0.0,0.0,Micro,Low,Equity
IDGT,iShares Trust - iShares U.S. Digital Infrastructure and Real Estate ETF,"The underlying index which measures the performance of stocks of U.S.-listed companies, as well as U.S.-listed ADRs of foreign companies from developed markets, involved in the ownership and management of data centers, telecommunication towers, and related equipment, as determined by S&P Dow Jones Indices LLC. The fund is non-diversified.",,Technology,,,iShares,,110516568,12666,,81.34014,USD,,19.840314476454445,22.01764393169868,24.31587871014336,20.994421778937323,36.8371940374952,22.70893206689293,73.76879280441797,123.9634319840994,23.33526860102895,0.8102735484231283,1.062943240119706,1.5340745189987997,5.226570735882659,-22.758406963073508,0.0,0.0,0.0,0.0,Small,Low,Equity
IMCB,iShares Morningstar Mid-Cap ETF,"The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The underlying index measures the performance of U.S. stocks issued by mid-capitalization companies that have exhibited both “growth” and “value” characteristics as determined by Morningstar, Inc.’s (“Morningstar” or the “index provider”) proprietary index methodology.",,Mid-Cap Blend,,,iShares,,1055750976,30708,,78.0276,USD,,14.452434548297322,18.79917590176069,32.396990029147666,16.090025323091677,42.04215560839193,17.838927369289976,89.76156244714258,138.84669284975763,19.94609758057433,0.6623925757900405,1.889182236744108,2.244650408596046,6.860825396895367,-19.80052672283041,0.0,0.0,0.0,0.0,Medium,Low,Equity
HIBL,Direxion Daily S&P 500 High Beta Bull 3X Shares,"The index is provided by S&P Dow Jones Indices. The fund, under normal circumstances, invests at least 80% of its net assets (plus borrowing for investment purposes) in financial instruments, such as swap agreements, securities of the index, and exchange-traded funds (""ETFs"") that track the index, that, in combination, provide 3X daily leveraged exposure to the index, consistent with the fund's investment objective. It is non-diversified.",,Trading--Leveraged Equity,,,Direxion Funds,,53257612,269740,,36.733,USD,,3.50492922805008,95.7628896447202,28.769203867353465,78.86113769345496,48.9610681991042,82.69960558998928,266.70655525379294,20.217370286151027,95.41496521598836,0.0157151609943409,0.3394473456800657,0.5678511749128439,0.190927809331721,-69.65719971334295,0.0,0.0,0.0,0.0,Micro,Medium,Equity
SZO,DB Crude Oil Short ETN,"The investment seeks to track the price and yield performance, before fees and expenses, of the Deutsche Bank Liquid Commodity index - Optimum Yield Oil Excess Return.
 The fund allows investors to take a short view on the performance of the index. The index is a rules-based index composed of futures contracts on light sweet crude oil (WTI) and is intended to reflect the performance of crude oil.",,,,,Deutsche Bank AG,,784934,,,99.4,USD,,16.124999523162842,16.221847237914027,-83.31836920283648,61.82375708732016,-83.31836920283648,50.4895696338633,-83.31836920283648,-83.84909616147417,37.56563584664912,0.870739276236655,-1.3800256280499488,-1.6898216764678768,-2.285309278722936,0.0,0.0,0.0,0.0,0.0,Micro,Very Low,Equity
CPRJ,Citigroup Inc.,"Under normal market conditions, the fund will invest substantially all of its assets in FLexible EXchange Options (""FLEX Options"") that reference the price performance of the iShares®?Russell 2000®? ETF. The fund is non-diversified.",,Defined Outcome,,,Calamos,,47310904,2833,,25.46,USD,,5.362647849896396,6.64816925796775,5.362647849896396,6.64816925796775,5.362647849896396,6.64816925796775,5.362647849896396,5.362647849896396,6.64816925796775,0.5058005774847419,0.5058005774847419,0.5058005774847419,0.5058005774847419,-6.256035779351921,0.0,0.0,0.0,0.0,Micro,Very Low,Equity
EWL,iShares MSCI Switzerland ETF,The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The index is a free float-adjusted market capitalization-weighted index that is designed to measure the performance of the large- and mid- capitalization segments of the equity market in Switzerland. The fund is non-diversified.,,Miscellaneous Region,,,iShares,,1296722176,514416,,55.63693,USD,,14.29667666066019,15.908780487567885,23.76932861954435,14.32887444799188,37.82332601031042,15.800270366209102,54.686367334177575,97.45118110329224,16.48575665360982,0.7729490434712819,1.5192629887684732,2.267260317704638,5.789918115914423,-13.4720892130888,0.0,0.0,0.0,0.0,Medium,Medium,Equity
RSMC,Rockefeller U.S. Small-Mid Cap ETF,"Under normal circumstances, the fund invests at least 80% of its net assets (plus borrowing for investment purposes) in equity securities of U.S. small- and mid-capitalization companies. The manager considers small- and mid-capitalization companies to be those companies having a market capitalization range within the range of companies comprising the Russell 2500® Index. The fund is non-diversified.",,Mid-Cap Growth,,,Rockefeller Asset Management,,737433728,14245,,25.6217,USD,,1.8668333849622964,23.9512202240659,1.8668333849622964,23.9512202240659,1.8668333849622964,23.9512202240659,1.8668333849622964,1.8668333849622964,23.9512202240659,-0.0055599094239006,-0.0055599094239006,-0.0055599094239006,-0.0055599094239006,-22.33259612461569,0.0,0.0,0.0,0.0,Small,Low,Equity
PKB,Invesco Dynamic Building & Construction ETF,"The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. The underlying index was composed of common stocks of U.S. building and construction companies. These companies are engaged principally in providing construction and related engineering services for building and remodeling residential properties, commercial or industrial buildings, etc. It is non-diversified.",,Industrials,,,Invesco,,216532384,17062,,78.75,USD,,17.76151937302839,28.27648473533452,53.20224764558464,25.98610494217523,111.9185257947858,25.936130144837723,179.83105611826366,239.314619118756,27.05294197366111,0.5574073128451031,1.9703702328425456,4.238046508131969,8.772229628474669,-29.7513278116837,0.0,0.0,0.0,0.0,Small,Low,Equity
